dędihsˀadre:ˀ,you will drive over here
dędwadadrihwanǫhkwa:k,we all (inclusive) will show respect for one another
dędwadatnǫhǫnyǫ:ˀ,we all (inclusive) will greet each other
dędwadatro:wiˀ,we all (inclusive) will tell one another
dędwadęnǫhǫnyǫ:ˀ,we all (inclusive) will give thanks
dędwahsda:teˀt,we all (inclusive) will shine it
dędwahta:goˀ,we all (inclusive) will discuss
dędwanahaǫgwętraęˀ,Seed Ceremony
dędwanǫhǫ:nyǫ:ˀ,we all (inclusive) will thank something
dędwatahahk,we all (inclusive) will walk
dęga:t,I will dance
dęgadihsda:teˀt,they (animal) will shine it
dęgadodai:siˀ,I am going to comb my hair
dęgaehsta:teˀt,they (female or mixed group) will shine it
dęgagwatwęhę:k,it will be hemmed
dęgahiˀ,it will break (into small pieces)
dęgahji:yo:ˀ,I will scratch
dęgahsda:tęˀt,it (the polish) is going to shine it
dęgahsdatęˀdǫh,"it is shined, waxed, polished"
dęgahsęhtoˀ,I will cry
dęgaihgwaˀdahnǫ:ˀ,they (female or mixed group) will raise or lift it 
dęgaihwagǫ:dǫ:ˀ,"it will smother itself, die out slowly on its own, peter out (i.e. a language at a critical state)"
dęgaihwaędadreˀ,harmony; (literally: every idea will always come together)
dęgaihwaędaˀ,"they (literally:. it) will come to an agreement, a consensus"
dęgakenǫhǫkwa:k,I will recognize them as my kin
dęgakeyaˀdahk,I will pick them up
dęgakwahiht,it will digest
dęgatahahk,I will walk
dęgatgaha:de:niˀ,I am going to turn around (and go home)
dęgatnętsi:yaˀk,I will break my arm
dęgatnǫhsahsnyeˀ,I will clean up the house
dęgatsai:de:ˀ,I will freeload
dęgawęnye:ˀ,I will stir
dęgaǫ:dagyaˀdahgwaˀt,they (female or mixed group) will do push ups
dęgaǫ:dagyena:waˀs,they (female or mixed group) will help each other
dęgaǫ:węhda:t,they (female or mixed group) will run
dęgaǫtahahk,they (female or mixed group) will walk
dęgaˀe:s,I will pierce something
dęgaˀswe:k,I will be deaf
dęgehsda:teˀt,I am going to shine it
dęgrihwateˀt,I will explain an idea
dęgya:kneˀ,we two (exclusive) will come back
dęgyatahahk,you and I will walk together
dęgęnadahsǫdra:goˀ,"they (animal) will be unjoined (i.e. a train, chain), they will come apart"
dęgęnatahahk,they (animal) will all walk
dęgęnę:datǫ:ˀ,they (animal) will run all over
dęgęˀdrǫ:daˀ,it will land
dęgǫhęnaˀtraˀehs,I will stab you
dęgǫnǫhwe:tsoˀdęˀ,"I am going to turn you upside down, upend you! (said in anger)"
dęgǫyodai:siˀ,I am going to comb your hair
dęhadagyaˀdahgwaˀt,he will do push ups
dęhadi:hwage:nhaˀ,arbitration; they (male) will be arbitrators
dęhadihnyoda:s,they (male) are having a tug o' war (a ceremony or healing ritual)
dęhadihsda:teˀt,they (male) will shine it 
dęhadodaisiˀ,he is going to comb his hair
dęhahgwadahnǫ:ˀ,he will raise or lift things up
dęhahsda:teˀt,he is going to shine it
dęhatganyahse:k,he will be desperate
dęhehshǫnyaˀk,you will strangle him
dęhne: naoˀjǫˀdodę:,what kind of fish is that?
dęhoˀdęˀ naˀa:węh,what happened?
dęhęhda:t,a candidate; (literally: he will run)
dęhęna:t,they (male) will dance
dęhęnatgęˀnyǫhs,a fair; (literally: they (male) compete there)
dęhęnaˀtahahk,they (male) will walk
dęhęnęnigyohgwagę:niˀ,they (male) will have an election
dęhęnęnigyohgwahgę:niˀ,they (male) will have an election; they will have a voting to do
dęja:draˀ,you two will meet
dęjatahahk,you two will walk
dęjetinǫhǫnyǫ:ˀ,we will thank them again
dęjidwa:t,we all (inclusive) will dance again
dęjidwadatnohǫnyǫ:ˀ,we all (inclusive) will greet each other again
dęjidwanǫhǫnyǫ:ˀ,we all (inclusive) will thank again
dękde:niˀ,I am going to change something
dękenǫhǫnyǫˀ,I will greet her
dęsa:t,you will dance
dęsadadǫˀ,"you will trade, redeem, exchange"
dęsadatsˀa:ˀ,you will quarrel
dęsadodahdęˀ,it will trip you
dęsadohda:ˀ,you will tidy it up or clean it
dęsadrihsda:ne:ga:ˀ,"you will burst out screaming, crying; you will make a loud outburst"
dęsadrihwaędǫhk,you will gossip
dęsadęhodęˀ,"you will stack things, put one thing on top of the other"
dęsadęhǫgaiˀ,you will suffer
dęsadęhǫganyęh,you are suffering right now
dęsadęnǫhǫnyǫhk,what you will give thanks with
dęsadętsˀa:ˀ,you will earn it (money)
dęsadǫhwę:jǫ:niˀ,you will want something
dęsadˀęhę:gǫht,you will go under the fence
dęsahsiˀdęˀdrǫ:ˀ,you will hang your feet over the edge
dęsahsǫdręˀ,you will join two things together
dęsahyo:węˀ,you will cut the fruit in half
dęsanǫha:ge:t,you will put your head down
dęsatahahk,you will walk
dęsatgahade:niˀ,you will turn yourself around
dęsatgahgwe:k,you will close your eyes
dęsatgręgręht,"you will sneer, frown"
dęsatnaˀtsę:dǫˀ,you will shake your behind
dęsatnoˀa:nhaˀ,you will have a burden strap
dęsatnętsi:yak,you will break your arm
dęsatnǫhwe:tsoˀdǫˀ,"you (singular) will do a hand stand, turn yourself upside down"
dęsayęˀgwaohs,the smoke will get in your eyes
dęsaˀdraihęh,"you will rush, hurry"
dęsaˀe:s,you will pierce something
dęsaˀehs,you will spear something
dęsaˀthnesogwaht,you will distribute sand
dęsaˀtsǫhs,you will sneeze
dęsaˀęnahęˀ,you will put on the stick
dęsaˀęnaˀehs,you will spear something
dęsdahs,"you will prevent, stop it; stand it up"
dęsde:niˀ tsęh nisaihoˀdę:,you will change your ways
dęsdęs,you will stand something up
dęsegahǫˀ,"you will assemble, put together"
dęsegwatoˀ,you will hem
dęsehehdawę:nye:ˀ,you will tend or till your garden
dęsehkahsǫgwahǫˀ,you will divide them (several objects) up into categories
dęsehsage:t,"you will fold it once, bend it"
dęsehsakda:nyǫ:goˀ,you will fold something up
dęsehsda:teˀt,you are going to shine it
dęsehwędaht,you will make a clearing
dęsejihsdawęnye:ˀ,you will poke the fire
dęsejihsgwahiht,you will mash stomething up
dęsejihsgǫ:niˀ,you will mash it up
dęsekahsih,you will divide
dęsekahsiˀ,"you will share, divide"
dęsekahsǫ:goˀ,you will divide it into parts
dęsewidragędrǫ:ˀ,"you will take the cream off, skim the milk"
dęsganǫˀa:gae:,there will be heads banging
dęsgę:hęh,near here
dęshagoniˀgǫha:gę:niˀ,"he will overcome their mind, intimidate someone"
dęshaihwaętwaht,he will bring forth a message
dęshedwanǫhǫnyǫ:ˀ,we will thank him
dęshegahgwe:k,"you will pull the wool over her eyes, outsmart her, deceive her"
dęshehenaˀtraˀe:s,you will stab someone
dęshehęnaˀtraˀa:s,you will stab someone
dęshenǫhǫnyǫ:,"you will welcome, greet or thank someone"
dęsheyahahiyakdęˀ,you will escort her across the road
dęsheyahsinodahdęˀ,"you will trip someone, bar someone's way with your leg"
dęsheˀnigǫhagę:niˀ,you will corrupt (someone's mind)
dęsheˀnigǫhnyaˀk,you will discourage someone
dęsheˀnohsgaˀdęˀ,you will tickle her
dęshęnaˀtraˀa:s,you will stab something
dęsnahsǫ:dęˀ,you will join
dęsnaˀnetˀa:ˀ,you will double it; reinforce it; line it
dęsne:gǫ:goht,"you will filter, strain liquid"
dęsni:hwaędaˀ,you will come to an agreement
dęsnigǫhaę:ˀ,you will be annoying
dęsnihsda:teˀt,you two will shine it
dęsniˀdraihęˀ,you two will hurry up
dęsnohsgaˀdęˀ,you will tickle it
dęsnęhęhiht,you will grind corn
dęsnǫwayęht,"you will barter, bargain, affirm a deal"
dęsodai:siˀ,you will comb its hair
dęsonyahs,you will sort
dęsrihsdoha:k,you will publish something
dęsriht,you will break something
dęsrihwadra:goˀ,"you will answer, reply"
dęsrihwage:nhaˀ,"you will argue, debate, protest"
dęsrihwateˀt,you will explain
dęsrihwaya:ˀk,"you will denounce it, disapprove of it"
dęsrǫhwęˀ,"you will bar something, put up a barrier"
dęstoha:k,you will squeeze it
dęswahsda:teˀt,you all will shine it
dęswatahahk,you all will walk
dęswatnętsaˀdrǫ:ˀ,you all will cross your arms
dęswihsdahiht,you will make change
dęsyehs,you will mix them all together
dęsęnahawęnye:ˀ,you will go insane
dęsęnigyohgwagę:niˀ,"you will vote, cast lots"
dęsęˀnya:ˀ,you will look after it
dęsęˀnyadǫ:ˀ,"you will protect, embrace"
dęsęˀnyaę:ˀ,you will look after it
dęsęˀtsigahgyaˀk,you will do a cartwheel
dęsǫ:goht,you will penetrate
dętadijihgwagwaheˀ,they (male) will come back for their mush (said of False Faces)
dętga:dǫ:goht,I would come past this way; I will pass that way
dętgahnegahkyętoˀ,it will be low tide
dętgananohs,it becomes cold again
dętgananuhs,it becomes cold again
dętgaǫ:tahahk,they (female or mixed group) will walk to here
dętgeˀ,I will come this way; I will come back; I am coming back
dętnihsda:teˀt,you and I (inclusive) will shine it
dętohateˀtǫk,he will brighten from over there
dętsedwanǫhǫnyǫ:ˀ,we will thank him again
dęwadodai:siˀ,it will comb its hair
dęwadˀawęhę:t,it will go over the fence
dęwagahji:yo:ˀ,it will scratch me (i.e. a twig or thorn)
dęwanǫhǫnyǫ:ˀ,it will give thanks
dęwatahahk,it will walk
dęwatrǫhwęˀ,it will bar your (literally: a) pathway
dęwatsaˀge:t,it will bend
dęwatwadahsedahk,it will encircle it
dęya:wę:dǫh,"it will sway, shake"
dęyagodawęnyehahk,they (female or mixed group) will be walking about
dęyagodaˀǫhǫ:gyeˀ,they (female or mixed group) will be standing along (to be born)
dęyagonǫhyaniˀse:k,she will be frugal
dęyagoˀnya:gwęhęgyeˀ,she will have a hand in it
dęyehgwadahnǫ:ˀ,she will raise or lift things up
dęyehsda:teˀt,she is going to shine it
dęyetinǫhǫnyǫ:ˀ,we will thank her / them
dęyetiyaˀtahahgwadęˀ,Seed Ceremony (literally: we will walk the seeds)
dęyogęnhǫ:diˀ,it will be summer
dęyǫdagyaˀdahgwaˀt,she will do push ups
dęyǫdodai:siˀ,she is going to comb her hair
dęyǫdǫtso:dęˀ,she will become Christian; she will kneel in prayer
dęyǫnahsgwahk,she will jump
dęyǫtgręgręht,she will frown
dęˀ,what; why
dęˀ hne:ˀ,what? why?; what is that? why me? (or any similar expression of exasperation)
dęˀ niyohsohgoˀdę:,what colour is it
dęˀhadinęhęˀda:s,"working bee, barn raising"
dǫ:da:geˀ,I would come back
dǫ:sagahtgahade:niˀ,"I should turn around and go back, I should go home"
dǫda:geˀ,I am coming back
dǫda:kneˀ,we two (inclusive) would come back (indefinite)
dǫdahahsa:węˀ,he restarted
dǫdahaęnage:tsgoˀ,he brings the song back up
dǫdahaęnaęˀ,he restarts the song
dǫdahehsnǫ:dręh,you follow him back
dǫdaheˀ,he is coming back
dǫdahsahsa:węh,you should start again!
dǫdasahge:t,you should come back
dǫdasahsnęht,get down from there again!
dǫdatgęnatehdǫ:goht,they (animal) sprouted
dǫdawadaˀgrahk,it resurfaced
dǫdawataędǫnyǫhneˀ,it is shimmering and coming towards you
dǫdaę:ˀ,she is coming back
dǫgadoktahs,I was not satisfied (with…); I didn't get enough
dǫgyaˀda:goˀ,I lost weight ;(literally: lost part of my body)
dǫsae:daˀ,she stood up again
dǫsagakenǫhǫ:nyǫ:ˀ,I thanked them again or I greeted them again
dǫsagowa:de:niˀ,the wind is changing (changing seasons)
dǫsahęˀdrǫ:daˀ,he landed again
e:dwahsę:nǫˀ,we all (inclusive) should give it a name
e:gęhs,she sees
e:yǫhs,she arrives (at the same time)
e:ˀ,again
eda:graˀs,she is forever falling (i.e. an old person)
eda:gyeˀs,a reign (literally: she is still standing; i.e. a queen)
edidwatnętsi:yak,we all (inclusive) broke our arms
edigyatnętsi:yak,we two (inclusive) broke our arms
ediˀtrǫnyaˀtaˀ,teapot
edręnowa:nęh,"she has a big smell, odour, scent"
edwadrihwahdęgyaˀt,we all (inclusive) did the ceremony
edwakdǫhnaˀ,we all (inclusive) are/ are we all going to see it
edwakdǫhneˀ,we all (inclusive) are/ are we all going to see it
edwanana:węht,we all (inclusive) wet it
edwatgwe:niˀ,we all (inclusive) won a competition
edwatędihsˀa:ˀ,we all (inclusive) finished the field (i.e. said after thrashing it)
edwayętwa:goˀ,we all (inclusive) harvested it
edwe:ˀ,we went together
edwęˀ,we all (inclusive) said
edęhda:kwaˀ,something that lies spread out on the ground
ega:gwahs,cashier
ega:gwahtaˀ gajęˀ,collection plate
ega:nyaˀs,she pays all the time
egahehdohaiˀtaˀ,someone washes or lyes corn
egahehdohaiˀtaˀ gaˀahdraˀ,lyed corn basket (for washing)
egahehdęhdahkwaˀ,lyed corn basket (for lying)
egahgaęheˀ,she is cross eyed 
egahędahkwaˀ,drill
eganyaˀktahk,what she used to pay with
eganyaˀktaˀ,what one pays with; barter
egaˀgwao:sˀageh ǫhsohtaˀ,eyebrow pencil
egeaˀsrǫni:ˀ,she is a hairdresser
egohgo:wah,"queen, the Queen"
egowanęh,"she is big, pregnant"
egowanęhgo:wah,she is really big
egęhjih,she is old; old woman
egęhędahkwaˀ,clothes brush
egǫˀdrowe:ktaˀ,pillow cases
egǫˀtrahahkwaˀ,weighing scales
eha:wiˀ,she carried it here or she brought it here
eha:ˀ,she is holding something right now
ehadahkwaˀ gahsiyadeˀ,clothesline
ehanagrahs,she has a stinky groin
ehe:tgęˀ,she is ugly or unruly
ehe:yǫhs,"she is dying, on her deathbed"
ehehgyaktaˀ ado:gęˀ,pick axe
ehehgyaˀktaˀ,spade
ehehgyaˀktaˀ gagawehsaˀ,shovel
ehna:dę:s,she has thick skin
ehnegadaihaˀdahkwaˀ,tea kettle
ehneganęhgwihtaˀ,something to draw water with
ehnyagwaiˀ,she is Bear Clan
ehnyahdo:t,she's got her head up (said of a child who is learning to lift its head by itself)
ehnyodahkwaˀ,pincushion; (literally: one sticks pins in it)
ehnyǫˀǫh,she is a White woman
ehnę:ye:s,she is tall
ehsa:gyaǫˀ,"you were tricked, fooled"
ehsahdrǫhgwęˀ,it did frighten you
ehsdagwa:kwaˀ,"dirty clothes hamper, laundry basket"
ehsihaǫ:kwaˀ,a blind
ehsinahetgęˀ,she has a bad leg
ehsne:ˀ,you two thought
ehsninaˀna:węht,you two wet it
ehsniˀ,you two said
ehsrohę:,she is habitually cross; cantankerous
ehstaˀ,she uses or people use
ehstaˀshǫ:ˀǫh,"tools, utensils; (what one uses)"
ehstǫdranęhgwitaˀ,hay wagon
ehstǫdraędahkwaˀgeh,barn
ehswana:na:węt,you all wet it
ehswatgwe:niˀ,you all won a competition
ehswe:ˀ,you all thought
ehsędˀadreˀ,you are going to bed
ehsǫwahdodagwahtaˀ,nail puller
ehwaˀestaˀ,"drumstick, baseball bat"
ehwihsdaędahkwaˀ,bank
ehwihsdaędahkwaˀ onǫhsǫ:t,"bank vault, safe"
ehwęˀga:gwahdahkwaˀ,chisel
ehya:dǫh,she writes
ehyadǫhaˀ,"she is a secretary, stenographer, court recorder, transcriber"
ehyadǫhkwaˀ,pencil
ehyadǫhkwaˀ gahyoˀti:yǫhs,pencil sharpener
ehyadǫhkwaˀgeh,on someone's pencil
ehyadǫhsranihahstaˀ,library
ehyadǫhsranihahstaˀgeh,library
ehyadǫhsranihahstaˀgeh gohsdihsdǫh,she is a librarian
ehyadǫhsraę:dahkwaˀgeh,post office
ehyadǫhsrǫ:da:kwaˀ,something into which paper is put
ehǫdahsrǫnyˀataˀ,pruning shears
ehǫnˀadoˀgwahstaˀ,potato digging fork
ei:hoˀgwa:s,"she is researching, instigating"
ei:sda:taˀ,something to iron with
ei:sda:taˀ ganehsda:ˀ,ironing board
eihwahę:deˀ,"she is an administrator, a leader"
eihwaohe:s,she is a researcher
eiˀgo:wah,cherries
eiˀgo:wah grahe:t,cherry tree
ejatgwe:niˀ,you two won a competition
ejihodagwahtaˀ,can or bottle opener
ejihsdahahkwaˀ adekwahahsraˀ,night stand
ejihsdoˀa:sdahkwaˀ,matches (old word); (literally: someone torches the fire)
ejihsdęhęwihdahkwaˀ,"lantern, torch, flashllight"
ejinǫwahedaniyodahkwaˀ,fish hook
ekdeha:s,"edible roots (pepper roots, turnips, carrots)"
ekdǫdahkwaˀgeh,museum
ekdǫdahkwaˀgeh hohsdihsdǫh,"he is a museum director, curator"
eksa:ˀah,"she is a child (under 12), a girl"
eksaę:dahkwaˀ,something into which dishes are put
eksaˀdahetgęˀ,naughty child
eksaˀdase:gęhę:ˀ,a former teenage girl
eksaˀdase:ˀah,teenage girl
eksaˀdase:ˀahgehę:,a former teenage girl
eksaˀdi:yo:,she is a nice little girl
eksaˀgo:wah,she is pretty
eksaˀgowahne:ˀ,she used to be pretty
eksaˀshǫ:ˀǫh,she or they are children
ekseˀdaˀgeh,on her belly
ekseˀdo:t,her belly button (n.b. NOT 'her belly')
eksohaihǫdahkwaˀ,kitchen sink or dish pan
ekwa:hkwaˀ,a stomach
ekwahehaˀ,she is a waitress
ekwaędahkwaˀ,"cupboard, pantry"
ekwaędahkwaˀgeh onǫhsǫ:t,pantry
ekǫnyataˀgeh ehstaˀshǫ:ˀǫh,"kitchen items, utensils"
ekǫnyataˀgeh ohsǫwahdadai:hę: ehstaˀshǫ:ˀǫh,electric kitchen appliances
ekǫnyaˀtaˀ,what one cooks with
ekǫnyaˀtaˀ ganaˀjashǫ:ˀǫh,cooking pots
ekǫnyaˀtaˀ ganǫhsadaihaˀdahkwaˀ,cook stove
enagaidahkwaˀ,a whistle
enagrehsraęˀ ,something is urban
enai:,she is proud in a boastful manner
enakdowe:ktaˀ,bedspread
enaˀda:kwaˀ,bread container
enaˀda:nawęhdahkwaˀ,bread steamer
enaˀjanęhgwitaˀ,grain wagon
enaˀjohaiˀtaˀ,pot cleaner
enehsdaiyaˀktaˀ,a hand saw
enehsdaiyaˀs,she is sawing a board
enehsdanyaˀktaˀ,saw
enehsdanyaˀs,she is sawing a board
enehsdao:haiˀtaˀ,mop
enhaˀtraˀ,"Ombudsman, etc."
enihaǫhaˀ,she is stringing or beading something
eniyǫdahkwaˀ,hook
enohai:hǫˀdahkwaˀ,something that is used for laundering
enohai:hǫˀdahkwaˀ enoha:ˀtaˀ,laundry soap
enohai:hǫˀdaˀgeh,"laundry room, laundromat"
enohaˀtaˀ,soap; what one washes with
enoˀjo:t,she has teeth
enrahda:s,lettuce
enrahdao:hektaˀ,a rake
enę:tso:t,her (attached) arm; she has an arm
enęhgwitaˀ,what you haul with
enęhohato,lyed corn 
enęhohatoˀgahdrah,lying corn basket
enętsaˀgeh,on her arm
enǫgˀędaˀ,she is moody
enǫhgwatraę:dahkwaˀ,medicine cabinet
enǫhwehksǫnyǫh,she goes along liking things
enǫhweˀs,she likes it
enǫwęhdraˀ,she is cantankerous
enǫˀgehaˀdahkwaˀ,nursing bottle
enǫˀgehaˀdahkwaˀ gatseˀdaˀ,nursing bottle
enǫˀgo:t,her breast (attached); udders
enǫˀgwaˀgeh,on her breast
esa:tǫ:dęh,you heard it
esa:wę:naˀt,you gave up
esadęhę:k,you got a tan
esahdǫ:ˀ,you lost it
esahe:waht,you have been punished
esahsęhs gęh,Do you regret it? Did you regret it? Are you satisfied now?
esaidręhda:ˀ,you got sleepy
esanigǫhaędaˀ,did you / you did understand
esanyagwahǫˀ,you vomited
esawihsdaˀdǫ:ˀ,you lost money
esaˀdrahehs,you are exaggerating
esaˀnodrahs,"you did get a skin infection, a reaction"
esgwadrihwatǫda:dęˀ,as you have listened to my idea
esnęhtahkwaˀ,"you descended or climbed down the stairs, ladder"
esohgwaˀgeˀ,on her lips
esǫwahdodahkwaˀ,something used for holding pins
esǫwahdodahkwaˀ eˀnihkǫkwaˀ,pin cushion
etihso:t,our grandmother
etinohaˀ,our mother; women
etiyenawaˀs,let us help her or them
etjiyenawahs,you all help(ed) them
etninana:węht,we two (inclusive) wet it
etsehsda:taˀ,glue
etsgo:t,she is sitting
ewiya:hkwaˀ,"uterus, placenta"
ewęnohgriˀyaktaˀ,something that cuts weeds
eya:gewahtaˀ,an eraser
eya:nawęˀda:kwaˀ,sugar bowl
eya:nędakdahkwaˀ,glue or scotch tape; something that causes things to stick
eya:taˀ,someone spreads it
eya:wihsdotsaˀtaˀ,paring knife
eyahkwaˀ,containers
eyaˀdagrahs,her body smells
eyaˀdagwę:ni:yoˀ,she is the executive director or top boss
eyaˀgę:,she is light-skinned
eyętwahkwaˀ,planting tool
eyęˀgwadǫda:taˀ gaya:ˀ,tobacco pouch
eęossgo:wah,the big boss
eˀdroda:kwaˀ,diaper bag
eˀdrǫˀ,she is home
eˀnhǫhdagrahs,her armpits smell
eˀni:kǫhs,seamstress
eˀnigǫhahetgęˀ,she is evil-minded
eˀnikǫhkwaˀ,something used for sewing
eˀnikǫhkwaˀ ehnyodahkwaˀ,pin cushion
eˀnikǫhkwaˀ gahsǫwahdaˀ,needle
eˀnikǫhkwaˀ gahǫhsraˀ,sewing box
eˀnikǫhkwaˀ ohsi:yaˀ,thread
eˀnowaniyǫ:dahkwa,lock
eˀwahai:sgyaktaˀ,butcher knife
eˀwahai:sgyaktaˀ gahęnˀatraˀ,butcher knife
eˀwahai:sgyaktaˀ ganehsda:ˀ,butcher's cutting board
eˀwahai:sgyˀaktaˀ,meat slicer
ga:dageh,a heel
ga:di:t,they (animal) are standing 
ga:dę:s,"it is thick, dense"
ga:dǫh,I am saying it all the time
ga:gwa:gyeˀs,sun and moon
ga:gwa:ˀ,"a celestial orb (i.e. the sun, the moon)"
ga:gę:,"it is white; it is light-skinned, it is light-coloured"
ga:gęh,it sees
ga:gęhs,it sees
ga:gǫgweh,women
ga:gǫgweˀdase:,they (female or mixed group) are young women
ga:gǫgweˀdase:shǫ:ˀǫh,many young women (picked out from a group of women)
ga:gǫgweˀdi:yo:,they (female or mixed group) are good natured people
ga:hgwanahnǫh,the full moon (which brings rain)
ga:hǫhsraˀ,cradleboard
ga:jih,come here; to beckon
ga:tsgˀędaˀ,a rope
ga:yęˀ,it is lying on the ground
gada:kseˀ,it is running; to run
gada:tro:t,Standing Quiver Dance
gadadrihǫnya:nih,I am reading
gadahnyohneˀs,to fish continuously
gadahnyoˀs,I fish continually
gadahsehtaˀ,I hide
gadahǫhdohai:ˀ,I am washing my ears
gade:nyǫ:,it is empty
gadehęhs,"I am embarrassed, ashamed"
gadejiˀohgyaˀs,I am cutting my nails
gadenyagwahtaˀ,I make myself vomit
gadenyaˀgwahtaˀ,I make myself vomit; I am bulemic
gadeshahsdǫhaˀ,I use my strength
gadeteˀtra:s,I am powdering myself
gadeˀnyę:dęhs,I try all the time
gadi:nyo:ˀ,wild animals
gadi:tse:nęˀ,"farm animals; (literally: they (animal) are domesticated, tame)"
gadi:tse:nęˀ hadiˀdrǫdahkwaˀ,pasture
gadi:tsgo:dǫˀ,they (animal) are sitting
gadi:tsgo:t,they (animal) are all sitting
gadi:ya:sǫh,"they (animal) are called, named"
gadidagrǫˀ,they (animal) are lying down
gadidaksenǫgyeˀ,"they (animal) are running about, roaming"
gadidaksenǫgyeˀs,"they (animal) are running about, roaming"
gadidakseˀ,they (animal) are running all over
gadigowa:nęh,they (animal) are big
gadigowa:nęˀs,they (animal) are bigger than the rest
gadigyenǫ:gyeˀ,"they (animal) are flying, floating about in the air (i.e. seeds, etc.)"
gadigyenǫ:gyeˀs,"they (animal) are flying, floating about in the air (i.e. seeds, etc.)"
gadihnegaheˀdahkwaˀ,animal watering place; watering hole; trough
gadihnę:ye:s,they (animal) are tall
gadihsdihsra:s,moth larvae (literally: they eat cloth)
gadihsiha:ˀ,they (animal) are congregated
gadijǫˀda:grahs,they (animal) smell like fish
gadinahsgwi:yo:,they (animal) are good pets
gadinahtsa:grahs,their (animal) bums smell
gadinhodǫ:nyǫˀ,they (animal) are locked up
gadinhodǫ:nyǫˀ gadi:nyo:ˀ,zoo animals
gadinoˀjo:t,they (animal) have teeth
gadinrahda:s,they (animal) eat the leaves
gadinętso:t,they (animal) have an arm
gadinǫhweˀs,they (animal) like it
gaditse:nęˀ hanyohs,butcher; (literally: he kills the animals)
gaditseˀdǫdaˀdǫˀ,Shaking the Bottle
gadiyahshǫ:nyǫˀ,their (animal) names
gadiyaˀdagwęni:yoˀ,they (animal) are the main ones
gadiye:nahs,they (animal) catch something
gadiˀdrehdahkwaˀ,"vehicular pathways, roads"
gadiˀdrǫˀ,"they (animal) live (designates a shed, dog house; etc.)"
gadiˀsgwao:he:s,Stonegather sucker (fish)
gado:gę:,a certain way; together; a certain thing
gado:nyeˀs,I drive continually
gado:wih,I drive all the time
gado:wihs,I drive all the time
gadowihshęhęˀ,I rest all the time
gadrehdaga:yǫh,old car
gadrehdagwe:gǫh,all the cars
gadrehdahshǫ:ǫh,three or more cars (variety of cars)
gadrehdanęhgwihtaˀ,tow truck
gadrehdaya:no:weˀ,"train, fast car"
gadrehdaę:,one parked car
gadrehdaędǫˀ,the cars are parked
gadrehdaˀ degęnaǫ:haˀ,car races
gadrehdaˀ gajihsdotaˀ,car's headlights
gadrehdaˀgęhę:ˀ,it was a car
gadrehdaˀse:,new car
gadrehde:s,long car
gadrehdi:yo:,nice car
gadrehtaˀ,"it moves itself, it rides"
gadrihoˀdahsgęhę:ˀ,"I did work (in the past, but I do not anymore) "
gadrę:ni:yo:,a nice smell
gadrę:ni:yoˀs,perfume
gadręnagaˀǫh,"it smells good, sweet, appetizing"
gadręnahsha:sdeˀ,it is a strong smell; it is strong-smelling
gadręnowa:nęh,"a big smell, odour, scent"
gadwahtaˀ,I miss it always
gadwiyaǫgwahs,"I adopt babies, children (all the time)"
gadęgahnyeh,I am babysitting
gadęhda:ˀ,it is lying spread out on the floor or the ground
gadęnowęhtaˀ,I am in denial; I am denying
gadęˀnigǫhahni:yahstaˀ,I have patience
gae:jǫˀda:grahs,they (female or mixed group) smell like fish
gae:nagreˀ,where they (female or mixed group) live (an area)
gae:nǫhweˀs,they (female or mixed group) like it
gae:yohe:s,they (female or mixed group) are gathering
gaeda:graˀs,they (female or mixed group) fall down (not often used)
gaedagrǫˀ,they (female or mixed group) are lying around
gaedręnowa:nęh,"they (female or mixed group) have a big smell, odour, scent"
gaegowa:nęh,they (female or mixed group) are big
gaegęhjihshǫˀ heyagonadadaǫ:,nursing home
gaegęhjihshǫˀ sagodinǫhsonya:ni:,nursing home
gaegęhjihsǫ:ˀǫh,they (female or mixed group) are elderly
gaegęhs,they (female or mixed group) see it
gaehnahtsa:grahs,their (female or mixed group) bums smell
gaehnyagwaiˀ,they (female or mixed group) are Bear Clan
gaehnę:ye:s,they (female or mixed group) are tall
gaehsiha:ˀ,they (female or mixed group) are standing in a group or clump
gaehwagwę:ni:yoˀ,the truth
gaehwajiyadeˀ,their (female or mixed group) family line
gaehǫwageho:nǫˀ,female sailors
gaeksa:ˀah,they (female or mixed group) are two girls
gaeksaˀshǫ:ˀǫh,they (female or mixed group) are children
gaeksˀago:wah,they (female or mixed group) are pretty girls
gaenoˀjo:t,they (female or mixed group) have teeth
gaenętso:t,they (female or mixed group) have an arm
gaenǫˀgwaˀgeh,on their (female or mixed group) breasts
gaeˀnhǫhda:grahs,their (female or mixed group) armpits smell
gaga:we:,the act of rowing
gagahe:ˀ,price (of something)
gagahehdęhdǫh,lyed corn
gagahgaęheh,it is cross eyed
gagahihsdaˀ,eye glasses
gagahoˀji:yaˀs,lawn mower
gagahwehsaˀ,shovel
gagahętaˀ,a drill bit
gaganyˀagǫh,payment
gagawehsaˀ,paddle
gagaę:heˀ,it is slanted
gagaˀdaˀ,white oak
gagaˀǫhsro:nih,"it makes it taste good (i.e. herbs, spices)"
gage:tsgwęh,it is raised to a vertical position
gagehdaˀ,"tie, scarf"
gagehǫˀ,things are lying about
gageˀaniyǫ:dǫˀ,rags hanging
gagohdahsǫhs,cloudy intervals
gagowanahtaˀ,it makes things big
gagowanahtaˀ atgǫhsgwaˀtraˀ,magnifying glass
gagowanęh,it is big
